Tamano,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5000,13.8357,16.8249,36.4018,36.2969,64.3212,86.3109,68.4454,103.255,132.47,275.531,414.688,824.11,1463.66,554.027,1413.37,1120.42,1585.18,1280.6
10000,15.5399,21.9234,22.3077,47.8456,318.166,111.817,403.772,576.509,408.689,740.904,315.963,771.299,1920.62,1333.48,2113.29,1237.65,1846.84,3323.38
15000,29.5993,37.177,102.288,105.319,151.558,339.985,507.012,340.875,520.345,307.84,1024.2,685.606,1474.38,1626.9,2934.6,2976.26,3500.85,7033.38
20000,23.8408,25.4749,80.9926,69.8736,269.374,448.37,534.761,652.836,526.495,673.6,445.544,888.766,1446.37,636.423,1348.66,1827.66,8114.51,4995.47
25000,9.26455,25.3215,35.8708,79.8787,158.004,170.041,734.785,856.5,736.172,651.16,1009.17,1647.67,2329.07,1411.14,2888.56,1008.77,2695.1,2011.6
30000,28.8588,57.7107,45.9562,120.411,162.586,430.081,188.347,496.749,612.52,3184.37,1643.97,1403.34,2153.69,1423.15,3809.84,5030.24,7267.93,11588.7
35000,12.268,37.4528,63.284,92.8309,73.6591,1007.7,434.838,681.58,666.026,672.036,976.31,1317.04,2228.32,2534.38,5928.58,2083.35,1752.2,5338.86
40000,35.4378,30.7376,100.286,149.993,246.564,266.375,428.36,1063.29,1653.39,2539.91,1984.42,1876.76,2194.83,1675.93,5069.35,1835.05,4162.15,6293.26
45000,12.7777,13.5388,44.6919,66.7413,82.7107,161.954,573.614,558.326,1253.76,3368.92,1821.45,3239.46,5484.51,1369.84,5568.71,2978.92,10335.4,17774.7
50000,13.2631,28.9182,45.6907,98.935,60.0084,777.885,350.741,937.932,427.539,554.69,935.969,1710.61,1325.91,4560.57,5765.92,11954.3,1301.09,4829.72
55000,14.391,17.4886,49.3017,345.984,257.665,244.811,757.456,1999.11,4497.92,2570.46,1443.45,1259.07,4247.83,4576.45,3663.88,6307.39,5902.14,5956.73
60000,13.6052,39.2966,105.863,215.289,106.782,92.8237,188.763,1888.28,615.432,2342.63,7947.38,3832.65,2957.04,1269.27,6527.88,7469.69,3366.38,3106.99
65000,22.1679,32.2915,143.1,66.2909,152.011,539.164,125.862,624.264,1597.21,612.317,1128.21,3369.77,1957.08,5169.15,3985.35,7208.29,4414.32,4900.35
70000,14.2409,30.4896,85.4659,65.292,90.7913,502.783,964.283,657.264,2522.65,2580.37,1090.87,540.055,2029.26,7705.76,13853.4,6245.15,5702.19,2695.21
