Tamano,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5000,3812.59,3928.82,4580.56,4126.98,5890.43,5835.91,8070.14,5941.76,7178.18,7628.05,8082.49,8676.41,7166.65,8885.54,8018.24,8786.59,9308.02,9076.74
10000,8839.78,7561.68,7823.91,7718.72,9564.52,10320.4,10999.1,13037.5,14291,13957.7,14664.6,16239.2,15240.3,15776.1,16462.5,18513.9,17342.9,17167.3
15000,10586.6,11463.2,11651.1,12322.2,13456.2,17407.2,17106.5,16870.2,22702.9,21695.6,20523.2,24115.1,22221.5,24622.3,24382.2,24382.5,24185.7,22997.2
20000,13928.9,13839.8,15937.3,12219.6,19638,18447,20765.2,21752.2,24498.1,25069.5,29309.1,32372.8,29215.5,34363.6,27607.6,34930.6,34015.9,30141.5
25000,17852.6,18356.3,18293.1,18783.9,22308.6,23524.7,25722.9,34567,35906.1,31619.9,31368.3,36817,36580.3,39124.8,42353.1,36719,42284.8,38711.5
30000,21783.1,18001.2,21642.5,20924.3,24640.3,29349.5,34743.3,34837.7,35361.8,39694.5,41779.4,40622.4,37951.5,41478.2,43865.4,46419.8,40822.8,44732.8
35000,25009.1,22048.9,26962.8,23650.5,29071,34299.6,36871.5,42380.8,41113.9,41476.9,48936.3,43278.3,46787.8,49194.7,49852.3,50005.9,55458.4,67095.6
40000,27443.4,21763.7,27383.4,27102.3,35591.5,35084.3,42919.3,45493.1,47095.4,44875.3,54829.9,53123.9,58060.1,57593.2,56664.4,53063.8,60635.5,58566.7
45000,29449.2,28398.9,30956.6,30427.8,35255,40788.1,48746.1,54462.1,54051.7,52528.1,60642.9,59051.1,62511.1,62136.3,59315.3,64788.9,65438.9,60998.7
50000,31838,31585.1,33651.4,33977.5,46034.1,46393.7,51399.7,52248,66989.2,56411.5,65461.1,68823.3,59884.6,68649.4,66138.5,75380.6,65037.6,71615.1
55000,34564.5,31069.6,37344.4,34123.8,48616.1,49132.4,54007.8,61259.7,74647.3,71584.6,66392.5,74283.5,77717.1,82308.6,80875.1,82990.8,83855.1,83789.6
60000,37472,36939.8,40438.3,37162.1,46957,53333.2,63060.6,68193.4,63086,78761,76472.4,82560.8,74012.1,85672.3,83904.3,87213.8,87327.8,96594
65000,40080.3,39635.2,49041.2,32812,49114.6,54623.1,62458.1,67904.1,75573.4,72509.9,81397.2,87407.3,85585.2,82282.2,85400.7,90428.1,87144.4,96269.4
70000,44554.9,43406.9,44896.6,46727.7,53186.7,57305.6,67149.5,82839,88768.4,84583.9,82803.6,94562.7,97694.6,95691.3,88368.1,99103.3,101412,102560
