3500	-0.208644
3400	-0.203655
3300	-0.19527
3200	-0.187847
3100	-0.181715
3000	-0.436137
1300	-0.187242
1200	-0.173288
1100	-0.163059
1000	-0.143344
900	-0.1296
800	-0.11518
700	-0.103586
600	-0.086942
500	-0.0718755
400	-0.0574152
300	-0.0434335
200	-0.02881
100	-0.0144243
1400	-0.203458
1500	-0.22004
1600	-0.235687
1700	-0.253194
1800	-0.264955
1900	-0.11461
2000	-0.119704
2100	-0.124674
2200	-0.131037
2300	-0.136952
2400	-0.142865
2500	-0.148765
2600	-0.153538
2700	-0.159605
2800	-0.165684
2900	-0.171332
